text,label,clean_text
Younus Khan Ki Achanak Retirement Per Heran Howa Ahmed Shahzad 16 Rukni Team Ka Hissa Mumkin Hai Jald Mauqa Dia Jaye Waqar Younus,Negative,younus khan ki achanak retirement per heran howa ahmed shahzad rukni team ka hissa mumkin hai jald mauqa dia jaye waqar younus
Ap K Lye Show Biz Chor Dungi Meray Ho Ja,Negative,ap k lye show biz chor dungi meray ho ja
Dunya Me Aag Lagao Gay To Apna Ghar Bhi Lapait Me Aaye Ga America Europe Apni Policies Per Nazr e Sani Karen,Negative,dunya me aag lagao gay to apna ghar bhi lapait me aaye ga america europe apni policies per nazr e sani karen
Paris Dhamakay Americi Saddar Barack Obama Ki Press Breafing Hamla Paris Par Nahi Puri Insaniyat Par Hai,Negative,paris dhamakay americi saddar barack obama ki press breafing hamla paris par nahi puri insaniyat par hai
Pak Me Euro Currancy Me Tezi Ka Imkan,Negative,pak me euro currancy me tezi ka imkan
DiL Ki Bemarion Me Sb Se Bari Bemari DiL Azari Hai,Negative,dil ki bemarion me sb se bari bemari dil azari hai
Maloomat Tak Rasaai Se Rokna Buniyadi Huqooq Ki Khilafwarzi Hai,Negative,maloomat tak rasaai se rokna buniyadi huqooq ki khilafwarzi hai
Us Ghareebi Se Panah Mango Jo Mayoos Kar Deti Hai,Negative,us ghareebi se panah mango jo mayoos kar deti hai
10 Gunah Mitaty Hain,Negative,gunah mitaty hain
Kissan Package Ka Elaan Dhandli Hai Imran Khan Sahafi Se Apnay Rawaye Par Mazrat Reham Ka Mutalliq Sawalat Na Karnay Ki Appeal,Negative,kissan package ka elaan dhandli hai imran khan sahafi se apnay rawaye par mazrat reham ka mutalliq sawalat na karnay ki appeal
Sundar Industrial Area Mein Factory Ki 3 Manzala Emarat Gir Gai 10 Afrad Janbahaq 24 Zakhmi,Negative,sundar industrial area mein factory ki manzala emarat gir gai afrad janbahaq zakhmi
200 Afrad K Malbe me Dhabne ka Khadsha,Negative,afrad k malbe me dhabne ka khadsha
Punjab Main Sher Dhaarnay Sub Ko Khamosh Kara Dia,Negative,punjab main sher dhaarnay sub ko khamosh kara dia
Sindh Main Teer Nay Mokhalifin Ko Chalni Kardia,Negative,sindh main teer nay mokhalifin ko chalni kardia
Ghotki Dharki Main Functional League Kay Hamiyon Say Jhagra Azad Umeedwar Janbahaq,Negative,ghotki dharki main functional league kay hamiyon say jhagra azad umeedwar janbahaq
Kal 2 Nov Se License Na Hunay Pr Jail Ki Saza K Ellan Pr Awam Paray Shan Traffic Police Humian 8 10 Roz Ka Waqt Dy,Negative,kal nov se license na hunay pr jail ki saza k ellan pr awam paray shan traffic police humian roz ka waqt dy
Larki Ne Vote Ki Bajaye CNIC Box Mein Dal Dia ,Negative,larki ne vote ki bajaye cnic box mein dal dia
2nd November Se Baghair Driving License Gari Chalanay Walo Ko Challan K Bajai Jail Ki Hawa Khani Paregi ,Negative,nd november se baghair driving license gari chalanay walo ko challan k bajai jail ki hawa khani paregi
Liaquatabad Sindhi Hotel K Qareeb Rangers Ka Search Operation Shuro Ghar Ghar Talashi Dakhli Kharji Rastay Bund ,Negative,liaquatabad sindhi hotel k qareeb rangers ka search operation shuro ghar ghar talashi dakhli kharji rastay bund
Gajar K Bakasrat Istemal Se Masanay Aor Gurday Ki Pathri Toot Jati Hai Aor Reza Reza Ho Kar Peshab K Rasty Nikal Jati Hai ,Negative,gajar k bakasrat istemal se masanay aor gurday ki pathri toot jati hai aor reza reza ho kar peshab k rasty nikal jati hai
Sukkar Bandar Road Pr PPP or MQM Me Tasadum 4 Zakhmi ,Negative,sukkar bandar road pr ppp or mqm me tasadum zakhmi
Bilawal Zardari Ki Amad Pr Marizon Ka Lady Reading Hospital Me Dakhla Band Awam Ka GO Bilawal GO Ka Nary Police Ka Lathi Charge ,Negative,bilawal zardari ki amad pr marizon ka lady reading hospital me dakhla band awam ka go bilawal go ka nary police ka lathi charge
Jb K Halakato Ki Tadad 22O Hai ,Negative,jb k halakato ki tadad o hai
Zila Tank Me Sub Se Ziada 53 School Taba Hoye Jb K Dir Me 45 School ,Negative,zila tank me sub se ziada school taba hoye jb k dir me school
Local Governments B Ksi Kaam Ni Aayi ,Negative,local governments b ksi kaam ni aayi
Zalzly Se Mutsera District Nazim K Apny U C me Koi Pursan e Hal ni ,Negative,zalzly se mutsera district nazim k apny u c me koi pursan e hal ni
Gilgit Me Tamam Taleemi Idarey Band Rahengy ,Negative,gilgit me tamam taleemi idarey band rahengy
Aik Poor Patient Ko Blood Ki 12 Botles Ke Sakhat Zarorat Hai ,Negative,aik poor patient ko blood ki botles ke sakhat zarorat hai
Zara Si Zameen Kiya Hilli ,Negative,zara si zameen kiya hilli
Kayi Ki Halat Nazuk ,Negative,kayi ki halat nazuk
Mulk Ki Tareekh Ka Badtareen Zalzala Towers Gir Gaye Mulk Bhar Me Mobile Phone Aur Internet Service Mutasir ,Negative,mulk ki tareekh ka badtareen zalzala towers gir gaye mulk bhar me mobile phone aur internet service mutasir
Bharat Main Adem Rawadari Aur Adem Bardasht Adeebo Ka Ikhtejaj 10 Mazeed Adeebo Nay Izazaat Lota Deye Tadad 50 Hogai ,Negative,bharat main adem rawadari aur adem bardasht adeebo ka ikhtejaj mazeed adeebo nay izazaat lota deye tadad hogai
Rupey Ki Qemat Kitni Bhi Gir Jaye ,Negative,rupey ki qemat kitni bhi gir jaye
Jitna Rupey K Ly Insan Gir Jata Hai ,Negative,jitna rupey k ly insan gir jata hai
10 muharram aashora ke rozy ke sath 9 ya 11 ka bi roza raka jae taky yahod ke sath mushabihat na ho ,Negative,muharram aashora ke rozy ke sath ya ka bi roza raka jae taky yahod ke sath mushabihat na ho
Hamara Service Telenor Par Moujod Nahe ,Negative,hamara service telenor par moujod nahe
State Bank Ka Aik Saal Baad 100 50 10 Aur 1000 Rupay K Note Khatam Karnay Ka Faisala ,Negative,state bank ka aik saal baad aur rupay k note khatam karnay ka faisala
Banks K Bahar Footpath Pr Lagay Generator 1 Maah Mn Hatanay Ka Hukom Jis K Baad KMC DMC Karwai Krian Gy ,Negative,banks k bahar footpath pr lagay generator maah mn hatanay ka hukom jis k baad kmc dmc karwai krian gy
Loadsheding Ka Ellaj Kia ,Negative,loadsheding ka ellaj kia
Sindh Bhar K CNG Stations Peer 19 Oct Budh 21 Oct Jumma 23 Oct Ko Subha 8 Bajay Se 24 24 Ghanton Ka Liye Band Rahenge ,Negative,sindh bhar k cng stations peer oct budh oct jumma oct ko subha bajay se ghanton ka liye band rahenge
Gaaye To Bahana Hy Asl Nishana To Muslman Hy ,Negative,gaaye to bahana hy asl nishana to muslman hy
Un Pr 1 Arab R s Curropti0n Ka Ilzam Hy ,Negative,un pr arab r s curropti n ka ilzam hy
F B Area Azizabad Mein Namaloom Afrad Ki Firing Say 1 Police Ahalkar Janbahaq Shift to ASH ,Negative,f b area azizabad mein namaloom afrad ki firing say police ahalkar janbahaq shift to ash
Tahaffuzat K Sath NA 122 Ka Nataij Tasleem Kartay Hen Voton Ki Muntaqili K Suboot Milay To Bharpur Ehtijaj Karenge ,Negative,tahaffuzat k sath na ka nataij tasleem kartay hen voton ki muntaqili k suboot milay to bharpur ehtijaj karenge
Orangi Town Ps Iqbal Maket Me Police Muqabla 1 Mulzim Asleh Samet Giriftar ,Negative,orangi town ps iqbal maket me police muqabla mulzim asleh samet giriftar
Sher Aa Nhe Raha Agya Hy Lahore Ne ilzam aur Gaali ki Siasat Mustrad kr Di Maryam Nawaz ,Negative,sher aa nhe raha agya hy lahore ne ilzam aur gaali ki siasat mustrad kr di maryam nawaz
NA 122 Zimni Intikhab Polling Stations 71 76 Me Or Samnabad Or Meri Collage Me PML N Or PTI K Karkuno Me Tasadum ,Negative,na zimni intikhab polling stations me or samnabad or meri collage me pml n or pti k karkuno me tasadum
North Karachi UP More Par Pani Ki Bundirh K Khilaf Awam Ka Ehtijaj Jair Road Block Traffic Jam ,Negative,north karachi up more par pani ki bundirh k khilaf awam ka ehtijaj jair road block traffic jam
Lashkaron Ki Safbandi Hogai ,Negative,lashkaron ki safbandi hogai
NA122 Me Dhandli Ki Gayi To Hakumat Nahi Chalnay Dain Gay Imran Khan,Negative,na me dhandli ki gayi to hakumat nahi chalnay dain gay imran khan
Jo ALLAH Ki Di Hoi Naimaton Ka Shukar Ada Nahi krta ,Negative,jo allah ki di hoi naimaton ka shukar ada nahi krta
Janubi Americi Riyasat Mein Barishon Nay Riyasat Mein 1000 Sala Record Toot Gia Sailab Aur Tufani Barish Say 11 Afrad Halak ,Negative,janubi americi riyasat mein barishon nay riyasat mein sala record toot gia sailab aur tufani barish say afrad halak
Zarai K Mutabiq Guzishta Roz Asif Ali Zardari Ne Army Chief Se Mulaqat Karna Chahi Lakin Army Chief Ne Mulaqat Karne Se Inkar Kardia ,Negative,zarai k mutabiq guzishta roz asif ali zardari ne army chief se mulaqat karna chahi lakin army chief ne mulaqat karne se inkar kardia
Subai Wazir Ne 10 Ezafay Ki Manzoor Gair Qanoni Toor Pr Di Ezafa Najaiz He Sea Pr Waldain Ka Ehtijaj Rpt Jokhio ,Negative,subai wazir ne ezafay ki manzoor gair qanoni toor pr di ezafa najaiz he sea pr waldain ka ehtijaj rpt jokhio
Saudi Arab Me Khudkush Hamley Ki Koshish Nakam Shaam Ka Aik Shehri Aur Philpine Ki Aik Khatoon Giraftar Aslaha Baramad Arab Media ,Negative,saudi arab me khudkush hamley ki koshish nakam shaam ka aik shehri aur philpine ki aik khatoon giraftar aslaha baramad arab media
Younas Khan Ki Nani Baqazai Ilahi Wafat Pa Chuki Hy Nimaz Jenaza 2Bje Shewa Adda Nad di K Kinaray Adda Ki Jayege ,Negative,younas khan ki nani baqazai ilahi wafat pa chuki hy nimaz jenaza bje shewa adda nad di k kinaray adda ki jayege
Roz Aik Cheez Ko Nazar Andaz Krty Hain ,Negative,roz aik cheez ko nazar andaz krty hain
Giriftar Mulzim Police Ahilkar Nikla Kamran Jail Ki Security Me Tynat Hai Mazamat Pr Bachi Zakhmi Hoyi ,Negative,giriftar mulzim police ahilkar nikla kamran jail ki security me tynat hai mazamat pr bachi zakhmi hoyi
Magar Us Se Nahi Jeet Saktay ,Negative,magar us se nahi jeet saktay
Jaan Boojh K Haar Jaye ,Negative,jaan boojh k haar jaye
Police Ne Shaq Ki Bunyad Pr Khatoon K Shoher Ko Griftar Kar Liya Rpt Jokhio ,Negative,police ne shaq ki bunyad pr khatoon k shoher ko griftar kar liya rpt jokhio
Mukhtalif Hadsat Main 2 Afrad Janbahaq 9 Zakhmi ,Negative,mukhtalif hadsat main afrad janbahaq zakhmi
Bijli Raat Say Ghaib ,Negative,bijli raat say ghaib
Garmi Ki Nayi Lehar Budh Se Para 40 Degree Tak Pohanch Sakta Hai Garmi Ki Lehar 7 October Tak Jaari Rehne Ka Imkaan,Negative,garmi ki nayi lehar budh se para degree tak pohanch sakta hai garmi ki lehar october tak jaari rehne ka imkaan
Madaris Pr Firing Kar K 10 Talib e Illmo Ko Qatal Or Mutadid Ko Zakhmi Karne Wale Karkun Shahid Mirza Ko Gawah Ne Shinakth Kar Lia,Negative,madaris pr firing kar k talib e illmo ko qatal or mutadid ko zakhmi karne wale karkun shahid mirza ko gawah ne shinakth kar lia
Niji Airline Ki Pehli Parwaz 35 Hajion Ko Lay Kar Puhonch Gai PIA Operation Ka Aghaz Aaj Se Pehli Parwaz Raat 1 Bajay Puhonchay Gi ,Negative,niji airline ki pehli parwaz hajion ko lay kar puhonch gai pia operation ka aghaz aaj se pehli parwaz raat bajay puhonchay gi
Saniha Mina Iran Ka Saudi Arab K Khelaf Qanooni Karwai Ka Elan Rmi K Dauran Insani Jano n K Ziyah Ka Zimadar SaudiArab Hai ,Negative,saniha mina iran ka saudi arab k khelaf qanooni karwai ka elan rmi k dauran insani jano n k ziyah ka zimadar saudiarab hai
25 Garhion 10 Trakon Ko Roka Giya 10 Hazar Se Zaid Khalen Tahweel Me Li Gai Hein ,Negative,garhion trakon ko roka giya hazar se zaid khalen tahweel me li gai hein
Working Boundary Pr Diwar Bananay Ki Bharti Koshish Bardasht Nahi Ki Ja Sakti Bharat Pakistan Me Mudakhlat Kar Raha Hy Sec Kharja ,Negative,working boundary pr diwar bananay ki bharti koshish bardasht nahi ki ja sakti bharat pakistan me mudakhlat kar raha hy sec kharja
Kuch Hajiyon Ne Jald Bazi Ki Jiski Wajah Se Bhagdhar Machi Shehzada Naif Ka Saniha Minna Par Supreme Committee Bananay Ka Hukum ,Negative,kuch hajiyon ne jald bazi ki jiski wajah se bhagdhar machi shehzada naif ka saniha minna par supreme committee bananay ka hukum
Shohda Ka Lawahikeen Se Izehar e Taziyat Kartay Hain Pori Koshish Karen Gaye Ka Aisay Waqiat Dobara Paish Na Hon ,Negative,shohda ka lawahikeen se izehar e taziyat kartay hain pori koshish karen gaye ka aisay waqiat dobara paish na hon
Dir Wahab Abasi Ki Zamanat Mansukh Hone Pr Chekh o Pukar ,Negative,dir wahab abasi ki zamanat mansukh hone pr chekh o pukar
Sohrab Goth Mein Ka Bais 50 Saala Shaks Intaqal Kar Giya ,Negative,sohrab goth mein ka bais saala shaks intaqal kar giya
FIRST CAR BOMB BLAST New Yorks Wall Strreet Me Hua Tha ,Negative,first car bomb blast new yorks wall strreet me hua tha
Tarikh Me First Car Bomb Blast Kis Mulk Me Hua Tha ,Negative,tarikh me first car bomb blast kis mulk me hua tha
Kissan Package K Elaan Intikhabat Se Qabal Dhandli Hai Budget Me Kyun Elaan Na Kyia FATA Ko KPK K Hissa Hona Chahiye ,Negative,kissan package k elaan intikhabat se qabal dhandli hai budget me kyun elaan na kyia fata ko kpk k hissa hona chahiye
Crane Hadsay K Baad Bin Laden Company Ku Mazeed Kaam Na Milnay Ka Imkan Sath Uhdaydaron K Mulk Chornay Pr Pabandi Aiad ,Negative,crane hadsay k baad bin laden company ku mazeed kaam na milnay ka imkan sath uhdaydaron k mulk chornay pr pabandi aiad
FATA Grand Alliance Ka Jarga Alhayda Suba Bananay Ka Mutalba Me Zam Nahi Hona Chahatay Parlimani Faisal Mustarad ,Negative,fata grand alliance ka jarga alhayda suba bananay ka mutalba me zam nahi hona chahatay parlimani faisal mustarad
Sindh Building Control Authority K 280 Mulazmeen K Degreeyan Jali Nikli 43 Assistant Director 80 Inspectors Bhi Shamil ,Negative,sindh building control authority k mulazmeen k degreeyan jali nikli assistant director inspectors bhi shamil
Phir bhe Wo Qurbani na karay tou Wo Hamari Eid Gah k Qareeb bhe na aye ,Negative,phir bhe wo qurbani na karay tou wo hamari eid gah k qareeb bhe na aye
Modi Sarkar Me Adalaten Bhi Inteha Pasand Maqbooza Kashmir Me Gaaye Ka Gosht Bechnay Per Pabandi Aaid Kar Di Gai ,Negative,modi sarkar me adalaten bhi inteha pasand maqbooza kashmir me gaaye ka gosht bechnay per pabandi aaid kar di gai
Doctors Nurson Ka Nadra Chowk Per Dusray Roz Bhi Dharna Jari OPDs Band Tibi Imdad Na Milnay Per Zakhmi Police Ehalkar Janbahaq ,Negative,doctors nurson ka nadra chowk per dusray roz bhi dharna jari opds band tibi imdad na milnay per zakhmi police ehalkar janbahaq
Insaf Ki Fori Farahmi Me Nakami Ka Aitraf Karna Chahiye Nizame Adal Me Behtari K Bajaye Kharabi Aai Chief Justice Jawwad Khwaja ,Negative,insaf ki fori farahmi me nakami ka aitraf karna chahiye nizame adal me behtari k bajaye kharabi aai chief justice jawwad khwaja
Old City Areas Ki Markts Samt Shehar Ki Kayi Markets Bund ,Negative,old city areas ki markts samt shehar ki kayi markets bund
6 Mah Qaid 20 20 Hazar Rupay ka Jurmana ,Negative,mah qaid hazar rupay ka jurmana
1 Haftay Mein Dusri Bar Aatay Ki Qeemat Mein 10 Rupay Izafa 20 Kilo Aatay Ka Thaila Retail Satah Par 745 Rupay Ka Ho Giya ,Negative,haftay mein dusri bar aatay ki qeemat mein rupay izafa kilo aatay ka thaila retail satah par rupay ka ho giya
Boht Km Logo Ko Malom Hy K Pak Bharat 1965 Ki Jang Ki Bunyad ,Negative,boht km logo ko malom hy k pak bharat ki jang ki bunyad
CNG Mon Wed Or Fri Ko 8am Se 24 Hrs Ke Lye Bund Rahegi Rpt Jokhio ,Negative,cng mon wed or fri ko am se hrs ke lye bund rahegi rpt jokhio
Ye Banjar Hokar Bhe Buzdil Paida Nhi Karti ,Negative,ye banjar hokar bhe buzdil paida nhi karti
Karachi Ko Alag Soba Bannay Nahi Denge Altaf Hussain Zardari Ne Sindh Ko Taqseem Kia PTI Bhutto Jesa Kam Karnay Aai Hy,Negative,karachi ko alag soba bannay nahi denge altaf hussain zardari ne sindh ko taqseem kia pti bhutto jesa kam karnay aai hy
Mulzim Muhsin Ali Ne Imran Farooq K Qatal Ka Aitiraf Kar Lia Muazzam Ali Ne Saholatkar Ka Kirdar Ada Kia Scotland Yard Ko Bayan ,Negative,mulzim muhsin ali ne imran farooq k qatal ka aitiraf kar lia muazzam ali ne saholatkar ka kirdar ada kia scotland yard ko bayan
CIA Ne Sharjeel Memon K Manager Basheer Brohi Ko Agwah Baraye Tawan K Ilzam Me Griftar Kr K Namaloom Muqam Muntaqil Kr Dia ,Negative,cia ne sharjeel memon k manager basheer brohi ko agwah baraye tawan k ilzam me griftar kr k namaloom muqam muntaqil kr dia
T0 Deewar Gir Jati Hai ,Negative,t deewar gir jati hai
Saddar Regal Chowk Se Police SI Abdul Sattar Agwa ,Negative,saddar regal chowk se police si abdul sattar agwa
Sher Shah Mn Factory Mn Dhamaky Se 1 Shaka Janbahaq ,Negative,sher shah mn factory mn dhamaky se shaka janbahaq
Aqwam e Muttahida K Mubasireen Ka Working Boundary Ka Dora Bharti Jarhiat Se Mutasira Abadi Me School Band Shehrion Ki Naqal Makani ,Negative,aqwam e muttahida k mubasireen ka working boundary ka dora bharti jarhiat se mutasira abadi me school band shehrion ki naqal makani
Lakin Wafa Nahi ,Negative,lakin wafa nahi
Khi Gulbhar Me Police Muqabla LGW Karinda Giriftar ,Negative,khi gulbhar me police muqabla lgw karinda giriftar
CM Sindh Ne Shahra e Faisal Pr Bannay Waly Mehran UnderPass Ka Iftita Ker Diya Mansoba Pr 58 Crore Rupay Ki Lagat Se Mukammal Hoa ,Negative,cm sindh ne shahra e faisal pr bannay waly mehran underpass ka iftita ker diya mansoba pr crore rupay ki lagat se mukammal hoa
Manghopir Me CTD Ki Karwai TTP Khalid Sajna Group Kay Hassan Khan Jamshed Khan Aur Qismat Shah Asleh Samet Griftar ,Negative,manghopir me ctd ki karwai ttp khalid sajna group kay hassan khan jamshed khan aur qismat shah asleh samet griftar
KMC Ka Malli Hazoor Bux Kalhoro 18 Grade Ka Afsar Ban Kr Retired Siyasi Sahksiyat Ki Serparsti Mn Croron Rupay Ki Corruption Bhi Ki ,Negative,kmc ka malli hazoor bux kalhoro grade ka afsar ban kr retired siyasi sahksiyat ki serparsti mn croron rupay ki corruption bhi ki
Aenda PTI Ko Main Vote Nhi Dunga ,Negative,aenda pti ko main vote nhi dunga
Imran Ko 3rd Wkt Girny Ka Kaisa Pata Chala ,Negative,imran ko rd wkt girny ka kaisa pata chala
Uske Dil Me Dukh Zaror Rehta Hy ,Negative,uske dil me dukh zaror rehta hy
Jis Tarah Diwar Se Kil Nikalne K Bad B Surakh Maujod Rehta Hy ,Negative,jis tarah diwar se kil nikalne k bad b surakh maujod rehta hy
Pervez Rasheed Ne Jaan Se Marnay Ki Dhamki Di Kisi Surat Nahi Chorunga Qanooni Notice Bhejengy ,Negative,pervez rasheed ne jaan se marnay ki dhamki di kisi surat nahi chorunga qanooni notice bhejengy
Raytti Bajri Ki Gair Qanooni Farookht Mehakma e Madaniyat Ne Rokh Thaam K Lia Ku Khatt Likh Diya Tammam Ijazat Namay Mansookh ,Negative,raytti bajri ki gair qanooni farookht mehakma e madaniyat ne rokh thaam k lia ku khatt likh diya tammam ijazat namay mansookh
Indian RAW K Lia Jasoosi Krny Wala Punjab Police Ka Ahilkar Griftar Tansibat Ki Tasavir Baramad Mazeed Groups Bhi Mujood Hy ,Negative,indian raw k lia jasoosi krny wala punjab police ka ahilkar griftar tansibat ki tasavir baramad mazeed groups bhi mujood hy
Silver Jubli Gate Pr Aaj Se Charjid Parking Charge Lena Shuro Byke 10 Car 30 Se 50 Ki Wasuli Jari,Negative,silver jubli gate pr aaj se charjid parking charge lena shuro byke car se ki wasuli jari
KMC Ne Water Pump K Qareeb Markaz e Khail O Saqafat Mn Chalany Walay Ku Band Kernay K Ahkamat Jari Kr Diay ,Negative,kmc ne water pump k qareeb markaz e khail o saqafat mn chalany walay ku band kernay k ahkamat jari kr diay
Indian Rupee 2 Saal Ki Kum Tareen Satah Pe Agaya ,Negative,indian rupee saal ki kum tareen satah pe agaya
Karachi Stock Market Me Shaded Mandi 1300 Points Ki Kami ,Negative,karachi stock market me shaded mandi points ki kami
Rawalpindi PMLN PTI Karkno Me Tasadum Firing 7Afrad Zakhmi ,Negative,rawalpindi pmln pti karkno me tasadum firing afrad zakhmi
1914 Japan Ne Germany K Sath Jang Ka Elan kardia Jo World War 1 Bani ,Negative,japan ne germany k sath jang ka elan kardia jo world war bani
