clean_text,label
jab yellow sitara ain tmhari gandh me ho,Negative
iss surat hal mein people s party nay maidan khali na chornay ki hikmat amli kay tayhat tamam halqon mein umedwar kharay keye aur kaghzat e namzadgi jama karay,Negative
imran ko rista dana hai her tu theak hai,Neutral
sun lya,Neutral
she was leagend allah janat main jagha dy ameen,Neutral
silver jubli gate pr aaj se charjid parking charge lena shuro byke car se ki wasuli jari,Negative
is tarha ky do namony or is ghar myn mojod hyn,Neutral
in logon ka koi deen iman nahi,Negative
tho isi liye pic mein b behind raha d,Neutral
question test aur one day mein captaini ke bare mein sochte hain,Neutral
mida bi aur tamam zary bund hony chahy srif aman,Positive
admin please remove this quote as allah loves us more than seventy mothers,Neutral
ab is ki siasat khatam,Negative
ab point sy hatao nae bat,Negative
size kya hy,Neutral
kia kci test me time me changing krwana ho ya centre change krwana ho,Neutral
apna parents ko thanks kaho,Neutral
must,Neutral
mujay sahir se koe lana dana nae wo gatar ho ya naaala mujy ye bataen is gandagi m log kyon shareek ho rahy hain raiting dany waly b tu log hi hain,Negative
bahot shukriya,Positive
agar pehly bataty to bht faida hota,Positive
allah salamti k ghar ki taraf bulata hai aur jisay chahay seedhay raastay ki taraf hidayat deta hai,Positive
area defence clifton se waqif hon,Neutral
in this page you can see bushra ansari biography in urdr,Neutral
fb area sageer center k pass aluminium die casting k tajurbakar,Neutral
sir rafay ko mention kro yaha hahahhahahhahahahhaha,Positive
isper kuch kehne ki zarurat hai,Neutral
hamen to aj maloom huwa,Neutral
aandy b gram or tu b bht gram hy khbasat ki maari,Negative
check kar anti jazbati ho rahi,Negative
pir ali muhammed rashdi sindh ke wahid sahafi aur politician the jo sindhi urdu aur english zabano par mukammal aboor rakhte the,Positive
jinnah park mn bhi acha shoot hojata ha xd,Positive
din sy pehly ni kr skty,Neutral
imran kafi tez daurte hain lekin main bhi itni he tez daur sakti hon ke jitni tez imran daurte hain,Positive
gaaye to bahana hy asl nishana to muslman hy,Negative
england ko us ki sar zamen par hara dene ka suheri moqa kho dene ka dukh aaj bhi mehsos karte hain,Negative
islam musalmano k ilam ka naam nhe un k amal ka naam hy yani islam bolny wali baat nhe karny wala kaam hy,Positive
billo g ap sohni bohat h,Positive
you creative lady chah gyi really bht bht acha likha hy i couldn t read last three lessons but jtna prha it gave me a lesson k doosron ki jeet sy b seekhna chaye aur haar sy bhi y your thoughts are sooooo amazing every time with a new n wonderful idea n i really love this one keep shining,Positive
allah pak madad farmai aameen,Positive
yeh hatchery ka lia hia na,Neutral
sb ki acting bht achi ha,Positive
sadiq ameer k liye ek or video manzar e aam py agai,Neutral
hahaha da last one koray wala epi,Neutral
bhy ye tu tere ilaqe mn ghusa tha,Neutral
ye cheezz,Positive
isi saal tumari honi czn se,Neutral
iss ke baad azadi ki jaddojehad mein congress ke sath rahe,Negative
college lahore ke principal ka auhda pesh kiya gaya,Neutral
inayat hussain bhatti pakistan ke phele super star play back golokar the,Neutral
masoom raaton ko videos kon dekhta hai phupa tera,Negative
aik interview ke doran malka e taranum ne eteraf kiya ke wo yaqinan esa karti hain lekin sirf naam nehad mosikaron ke sath,Neutral
career bushra ansari sirf saal ki umer mein he ptv ke children music show kalbon ki mala ki regular performer ban gai thin,Positive
am kon hy,Neutral
lahore mein tv ki chamak aur glamour ki chakachond ne is nojawan ko apni bahon mein leya aur raaton raat shorat ki bulandiyan te karte howe abid ali tv ke mashhor fankaron ki fehrist mein shamil ho gaye,Positive
zubariya ki shadi altmash s kr dain gy ye ab,Neutral
khuda ka khof karo kuch pia walun allah ko yad kerny k bjaye nach ganay lagay hoty hain aj kal enho ny,Negative
song axha ha,Positive
mutasrin e zalzala ki dil khol kr madad karen,Positive
d d apki trf ki mandi lg rhi ye mjy d,Neutral
teri ami ka tu khudi shukriya adaa kr daien maha namoniyeee,Neutral
alla behtreen quality hai sir,Positive
i love you lahore qalandrs,Positive
khala aap kr ky dekhain,Neutral
anty ne kabhi pmln ka jalsa nahin dekha na p,Neutral
lekin us dauran rashid minhas beyhosh ho chuke the aur ghaddar mutee ur rehman degree ke zawiye par tayyarey ko bharat ki taraf urhae chala jar aha tha,Negative
yashal siddiquitum karaannchi waalon sey yehi expect kiyya jaa sktaa hy gutkaa khoor loog,Negative
jawab mila k point k area pe ajao,Neutral
main ne sachai kahe dost,Positive
khi m a jinnah road numaish chourangi tibet centre jama cloth k atraf ki galiyan barrier laga kr bund krdi gyen,Negative
agle baras tak salman khan ne piyar kiya to darna kia aur jurwan samet taqreban filmon mein kaam kiya,Neutral
is policy ka elan karte howae fifa ke saddar sep bilatar th march ko elan kiya tha ke world cup ke leye football ki tamam alimi tanzemon ko masawi tor par muqablon ke ineqad ka muqa dene ki policy apnai gai hai jis ke tehat ka football world cup jonubi america ki football fedaration se taluq rakhne wale kisi bhi mulk mein munaqid kiya jaye ga,Neutral
ek reazr sy shave karny sy bi aids ho jata ha,Negative
bistaaaaa hogyaa me sarr nae rae,Neutral
ye sabeen wla hl,Neutral
ghar ghar ja k nawaz sharif ka pegham do,Neutral
mein hukomat e punjab ne aap ki khidmat ke aiteraaf mein tehreek e pakistan ka gold medal diya,Positive
app ki amli siasat ka agaz jamia karachi karachi university say batour talib ilm hua,Neutral
balke khusi is baat ki hai k misbah chakka maratay waqt gira nhi,Positive
bhai to zinda bhi army ki wajah se hai jo aaj facebook pe use kar raha hai na,Neutral
yun mein yeh film release hui,Neutral
main intehayi pareshan hal insan hun help me sir i need you,Negative
oye hoye coffee wala scene omg wow,Neutral
agr kisi ne gunah kiye ho to kia phr bhi maghfirat ho jati hy,Neutral
mera tou dil agaya hai is jacket per bari achi stitching hui hai iski aur kapra bhee acha istemal kia hai,Positive
magar bouht dukh huwa rd time psl mein qualify nahi kar sakhe hain,Negative
sureh anam ki ayat for cancer cure har waqt paray,Positive
meri tarf se phupho ka b krna d,Neutral
yaar esy log hoty hai js ki waja sy bnda sakon nahi ly skta,Negative
main ap ko btaney ke liye bound nahi honnon of your business jo bhi ho ap ko kya hai laikin allah ka shukar hai ap nahi hoon,Negative
me to ready especially i miss karachi biryani with u n tehreem p,Neutral
my dieting likha h uper,Neutral
lanat tujh per,Negative
ki dehai mein ashfaq ahmed ne dhoop aur saey ke naam se ek nae feature film banai jis ke geet mashoor shaeyr muneer niyazi ne likhe aur tufail niyazi ne is ki mauseeqi tarteeb di thi,Neutral
gunah mitaty hain,Negative
yrr meine kaha ke agr lahore mein rehta hay toh mill hi loon agar,Neutral
haa yaaar mujhaay bhi ye gana achahiye,Neutral
lodhran walo yaad ha zimni election me tareen ne baryani ki plate ka tana dea tha dafa kro pti ko is bar b,Negative
allah zoya ki dua ebadat qbool farma ameeeen,Positive
basketball kon sa ata hy v,Neutral
mashallah ap bhi bohat bohat bohat khobsorat cute sweet lovely etc ho,Positive
jb iski mrzi hoti hai chal jata hai aur jb marzi ho toh soo jata means camera whatsapp sy videos aur photos wagaira capture download nae hoti lakin mobile ko restart karny sy thori dair tak to download capture hoti hain lakin phr dobara yehi masala aata hai,Negative
jz sahab jo k commentary judging announcing time keeping discipline maintaining rule making sab kuch kar rahay thay ne thori dair baad shor machana shuru kar diya k waqt khatam ho gaya hai,Neutral
allah afiat aur barkat wala rizk de,Positive
pata nahi kasy parhaya ju paper mi hova he nahi ata tu tha pr paper mi nahi hova,Negative
katni din kane hya,Neutral
ubqri ki tamam teame or mry cute hazrat sb or un ki sweet family ko bht eid mubark ameen,Positive
qateel shifai se in ke khusosi marasim ke bhi charche rahe,Negative
boht acha,Positive
bachpan mein nsar bazmi mashor bharti mosikar amman aki khan se mutasir the,Neutral
itni galiyaan khany ky bad pila do gi,Negative
aao sb larko ko judge krte h,Negative
saal ki umer mein school ki team ke captain ban gae,Positive
hmm bikul,Neutral
zalim police waly,Negative
may mein momin shahi key halqa se qaumi assembly key rukun chuney gae june ki hizb e ikhtelaf key leader muntakhib huae september ko pakistan democratic party ke leader baney march ko sadar yahya khan ne sheikh mujibur rahman ko jo ke awami league ka sarbarah thay mashriqi pakistan mein qaumi assembly ki nishashton seats mein se nishashtain seats hasil ki thin ghair ioni qarar de dia aur sheikh mujibur rahman ko griftar arrest kar liya iss waja se yeh hamaray azli dushman bharat se ja mila,Negative
tum great ho brother aaaallllaaaa,Positive
bs logo se meri khushi dekhi na gai d,Negative
mulzim sohrab goth thanay ka ehlkar nikla,Negative
uncle majboor ko koi tag karo,Neutral
dakho ya pagal logon ko ya tu gilgit hai d,Negative
bharat samet tamam mumalik se achay talluqat chahtay hen apni sarzamin dehshat gardi k liye istemal karne nahi denge,Positive
atc adalat ne liaqutabad se giriftar mqm ka karkun imran nasir or shahid ko roz k liye rangers k hawalay kar diya,Positive
dars o dadris ke shobe se munsalik ho gaye,Positive
irani wazir e kharja ka pakistan me bharat ko paigham,Neutral
khalil ahmed aur wazir afzal ka zamana tha,Neutral
yaar ye peechay hooting ma ker rahi hoon,Negative
maloom huwa k june main tareekh nahi hoti hai,Neutral
lol p,Neutral
bukhar ke liye koi totka batain,Neutral
karachi wale mamu banen ge,Neutral
main ne is ka interview karne ke liye bajore agency ka safar kiya,Neutral
yehi wajah hai ke march se february tak kangri house mein takht pagara par koi pir muajood nahi tha,Negative
yeh khud benifishri hy isi scheme ka,Neutral
aunty ko ab banda kya kahen,Negative
esi kabil thi dalala chudakzai,Neutral
is bar angelina ne adakari ke medan mein qadam rakhne ka fasla kiya,Neutral
bin qasim habco or jamshoro power house me fanni kharabi feeders trip,Negative
hahahaha punjab ban gya baki karachi ki kisi ko nhe fikar sai ja rhe hai gadhe khane walle,Negative
aap k mulk ne nhi aap k soobay ne taraqi ki hai,Neutral
oo bhai afghan sadar america ka ha kabhi muslim keliye kaam ni krega,Positive
shahbaz sharif bureaucrats ko bandh kar rakha aur surkh fattay jesi lanat ka khatma kardiya,Positive
haan dont worry instagrammer is in making at aman,Neutral
ehtsab rehman ku bhi tum nay lagaya tha,Neutral
allah pak ap ko mazeed tableeg ki taqat de ameen,Positive
hahahaahhahaahhahhaha match dekho zra hosh aey,Neutral
phir to kmaall ha,Negative
qoum parast jamat ka rukn shamil hassas idaray,Neutral
sometime hum aavin hi generalize kerney lag jatey hian her event ko lakin aaisa hota ni hia,Negative
is ke ilawa inho ne filmi shaiyri mein bhi khoob taba aazmai ki maslan raqs zanjeer pehn kar bhi kiya jata hai zarqa aur zulm rahe aur aman bhi ho kya mumkin hai aesa bhi ho ye aman,Positive
iss film mein waheed murad nay aik gadah gari waley ka kirdar ada keya jo key zaiba ki mohabbat mein giraftar ho jata hay film ko zaberdast kamyabi hasil hue aur waheed murad ko key behtareen adakar ka nigar award hasil hua,Positive
ghor nae kia he said dont be tharki tag tharki,Negative
aba yar end mai aunty na point le liyaa xdddd,Neutral
hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain jack sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor johnny depp ke naam aur kaam se waqif na hon,Positive
pehle mohabat ka iqraar karna,Positive
mickey arthur is not god of cricket team what rubbish if a player is playing good cricket he must have given chance age doesn t matter until he is performing,Positive
bhai is ki video b kar dy jasy ap choty choty main clip banty hain,Neutral
jung hojaegi jung,Negative
price kay hisaab sey quality theek hai dekhnay mein kafi khubsurat aur shiny hai acha laga mujhay,Positive
log dil thaam kar beth jate hain,Neutral
aap ke majmoey hae kalam mein naqsh faryadi dast e saba zindaa nama dast e tah e sang sarwadiy e seena sham e sheharyaran mere dil mere musafir aur nuskha e hae wafa kulyaat shamil hain,Neutral
apki nawazish hai,Positive
kuch smjhi this is related to you,Neutral
konsi jaga par ha shoap,Neutral
in ke walid ne is ki naqool apne doston mein taqseem ki aur aik copy nizaam hyderabad ko bhi bheji,Positive
thanks boldena meri taraf se,Positive
ohk done,Neutral
mashallah allah pak slamt raky ameen,Positive
app k ana mubarak ha ameen,Positive
english bardasht karnay k baad wo waqt aya jab robot ko maze main se guzarna tha,Neutral
in week,Neutral
k mn kia hoga yr xd,Positive
isay dekh k muje b tu yad ai,Neutral
un ka career panch ashron par muheet tha jis ke doran unhon ne theater ke liye bhi apni awaz ka jadu jagaya,Neutral
dekh lo ab tm khud ko sb see shareef khti o han,Negative
lady diana ki shakhsiyat kuch esi dil kash aur man mohni thi ke media un ki tarah khincha chala aata tha,Positive
yeh baat qabile zikar hai kay iss dauran unpar pakistani adalton mein koi ilzam sabit na ho saka,Positive
boht he aala,Positive
hahaha tmy kasy pata chal gaya,Neutral
ajj pakistan kay alawa islami duniya mein bhi edhi nay aik ghar khudgharz aur muhtarma shaks kay tour sherat pai hai shurat aur izat kay bawud inhone apni sada zindagi ko tarak nahi kiya woh sada rawati pakistani libas pehante hain jo sirf aik ya do din in ki mumlikat hai iske alawa in ki malkiyat khele joto ka aik jora hai jis ko woh sabqa sal say istemal kar rahe hain,Positive
kafi time bad yad aya,Neutral
qasim shoukat jafry bhaijan aisa ha saal sy tatta poshi kr re thora or kr lien,Neutral
khair mubarak apko b mubarak,Positive
waise yeh mera dialogue nhi tha roza kharab na karo mera,Negative
kya biwi se aesi dosti hai ke aap un se sab kuch share kar saken,Neutral
yeh to tmhri wali dieting hai p,Neutral
blkl miyan sahb corruption ka mission asan nhn,Negative
mulziman griftar hathyar kg barood baramad,Negative
zahiri baat hai khabees aurat jo hoi,Negative
karni tou nh chahiye but bia ko cheat kiya gay h zaror jaey gi,Negative
chagharzo me sowari jany wali gadi per firing afrad jan sy gaye kai zakhmi donu groupo ka taluq zillah shangla sy he,Negative
na manzoor,Neutral
haar jayegi jiya,Negative
mtlb khd ko,Neutral
yaar,Neutral
bht alaw,Positive
aaj raat mulk mein barishon ka new silsila dakhil hoga jo aainda roz balochistan kpk aur balai panjab ka kuch jaga barish de ga,Neutral
hahahahahahahahahaha kasm se wakay nazr nai aya specially chem k ppr me,Positive
our type of dieting,Neutral
is tarah wo se tak is mansab par faiyz rahen aur us dauran wo aik se ziyada martaba pakistan ke tour par bhi aae lekin american secretary of estate jise hamare han wazeer e kharja kaha jata hai ke auhdey tak pohanchne ke liye condoleezza rice ka safar seedha sada ya aasaan na tha,Positive
bachpan ki mohobat,Positive
chal tujy lagta hai to koi bat nai,Neutral
lanti hyapnae fydae k liye apni bhyn beti ko beach sktae h,Negative
kabhi inhe ibtedai numbers par khilaya jata hai to kabhi middle order main muntaqil kar diya jata hai,Neutral
wow yar kia bat ha,Neutral
mukhtalif auhdon par faiz rehne ke bad august mein russian president boris ulsan ne putin ko prime minister bana diya aur usi saal december ko ulsan ne president se istefa dete hue inhe qaiym maqam president muqarrar kiya,Positive
tu phr inkar q kia,Negative
pak zindabaaab,Positive
aur jin ko kismet sa hi milain tuuuu aiso ko daikh k jalna walo ko khabees orat bolta hain,Negative
career ke aaghaz mein unho ne â œ mr x â jaisi nakaam action filmon se le kar â œ neela parbat â jaise flop tajurbat tak har tarha ki film qabool kar li lekin mein hidayatkar jameel akhtar ki film â œ khamosh raho â ke bad wo khase mohtaat ho gae aur sirf aise kirdar qabool karne shuru kiya jo un ki shakhsiyat aur fun ke shayan e shan the,Neutral
